NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,NPPES Provider State,Specialty Description,Total Claim Count,Distinct Opioid Count,Opioid Claim Count,Percent Opioid Claims
1639346380,ALREJA,GAURAV,060321956,CT,Internal Medicine,25,0,0,0%
1235395211,ALSALAHI,SALAH,060404131,CT,Internal Medicine,259,0,0,0%
1174734768,ALSAMARAI,SUSAN,064512121,CT,Hematology/Oncology,304,3,60,19.74%
1205933462,ALSEN PISCIONERI,LAURA,060405242,CT,Certified Nurse Midwife,71,0,0,0%
1568495604,ALSTON,SHAWNETTE,067061113,CT,Internal Medicine,1609,4,71,4.41%
1104139963,ALTAMIRANO,DAVID,066064201,CT,General Practice,157,1,23,14.65%
1164755930,ALTAN,MEHMET,06511,CT,Student in an Organized Health Care Education/Training Program,55,0,0,0%
1285736124,ALTBAUM,ROBERT,068802425,CT,Internal Medicine,9692,7,144,1.49%
1023015542,ALTER,JEFFREY,067082651,CT,Dermatology,2843,0,0,0%
1508014101,ALTER,BURTON,061171457,CT,General Surgery,13,0,0,0%
1881680775,ALTHERR,DORIS,060621957,CT,Internal Medicine,7939,7,224,2.82%
1972707446,ALTHOFF,AMY,065103220,CT,Infectious Disease,115,0,0,0%
1710960158,ALTICE,FREDERICK,065191304,CT,Infectious Disease,109,0,0,0%
1518210558,ALTIERI,SARA,065113786,CT,Nurse Practitioner,158,1,34,21.52%
1023351707,ALTMAN,JASON,060321956,CT,Student in an Organized Health Care Education/Training Program,47,0,0,0%
1093917213,ALTMAN,LARISA,061025037,CT,Nurse Practitioner,330,0,0,0%
1336147784,ALTMAN,BRUCE,068104004,CT,Ophthalmology,3739,0,0,0%
1689652711,ALTMAN,MARK,065183691,CT,Orthopedic Surgery,152,3,112,73.68%
1336201300,ALTORELLI,ALPHONSE,06777,CT,Internal Medicine,6614,5,108,1.63%
1003855859,ALTSCHUL-LATZMAN,AIMEE,068245849,CT,Allergy/Immunology,203,0,0,0%
1972700987,ALTSHUL,VICTOR,065112181,CT,Psychiatry & Neurology,59,0,0,0%
1407114630,ALTWERGER,GARY,065103220,CT,Student in an Organized Health Care Education/Training Program,32,0,0,0%
1720194756,ALUSHI,EDLIRA,068114906,CT,Optometry,32,0,0,0%
1235484361,ALVARADO AMDO,LUIS MIGUEL,060300001,CT,Student in an Organized Health Care Education/Training Program,41,0,0,0%
1417393356,ALVARADO-PINGUELO,CAMILLE,060300001,CT,Student in an Organized Health Care Education/Training Program,43,0,0,0%
1588847156,ALVAREZ,ADRIANA,068106099,CT,Internal Medicine,33,0,0,0%
1447219571,ALVAREZ,ALEXANDER,06712,CT,Internal Medicine,7842,10,678,8.65%
1740561133,ALVAREZ,MIGUEL,066102805,CT,Student in an Organized Health Care Education/Training Program,814,1,13,1.6%
1407853575,ALVAREZ,JAMES,061065501,CT,Physician Assistant,204,4,89,43.63%
1386907699,ALVAREZ ARGOTE,JULIANA,061054545,CT,Student in an Organized Health Care Education/Training Program,1011,0,0,0%
1104947159,ALVARO,VINCENT,061028000,CT,Physician Assistant,71,0,0,0%
1295177434,ALVES,DANIELLE,062601833,CT,Nurse Practitioner,108,0,0,0%
1437462991,ALVI,SAMA,061051208,CT,Internal Medicine,475,0,0,0%
1942202890,ALWARD,SUSAN,067021516,CT,Certified Nurse Midwife,84,0,0,0%
1235578931,AMAN,KYLE,064181326,CT,Student in an Organized Health Care Education/Training Program,75,0,0,0%
1033386792,AMANKULOR,NDUKA,065103220,CT,Neurosurgery,34,0,0,0%
1861531436,AMARA,JEAN,060672336,CT,Dentist,23,0,0,0%
1275588493,AMARA,MATTHEW,068042430,CT,Family Practice,688,0,0,0%
1750699369,AMATO,KRISTINA,061062528,CT,Nurse Practitioner,107,0,0,0%
1902917370,AMARO,MATTHEW,063603407,CT,Dentist,42,0,0,0%
1811980956,AMARO,AMY,063331621,CT,Dentist,35,0,0,0%
1639234958,AMATO,JOSEPH,061191044,CT,Contractor,31,0,0,0%
1225109028,AMATO,ANTHONY,061071970,CT,Dentist,34,0,0,0%
1043344641,AMATO,RICHARD,064682280,CT,Dentist,221,1,31,14.03%
1174661771,AMATUZZI,GEORGE,068774513,CT,Optometry,82,0,0,0%
1386933216,AMAZAN-RODNEY,GERLY,060673576,CT,Nurse Practitioner,95,0,0,0%
1639126576,AMBALU,MIRIAM,069023628,CT,Emergency Medicine,183,1,13,7.1%
1043563182,AMBATIPUDI,NAGAMANI,06040,CT,Dentist,89,1,21,23.6%
1538257779,AMBERG,ANNA,062601834,CT,Certified Nurse Midwife,156,0,0,0%
1376716860,AMBIZAS,HELEN,066157406,CT,Optometry,122,0,0,0%
1942363189,AMBLE,PAUL,06457,CT,Neuropsychiatry,1086,0,0,0%
1295741825,AMBROGIO,LISA,065114417,CT,Physician Assistant,46,0,0,0%
1538212725,AMBROGIO,RICCARDO,06109,CT,Maxillofacial Surgery,103,1,30,29.13%
1447366307,AMBROSE,JERROLD,06438,CT,Dentist,20,0,0,0%
1700920022,AMDUR,HENRY,063204642,CT,Obstetrics/Gynecology,177,0,0,0%
1750526042,AMENTA,SARAH,061063310,CT,Nurse Practitioner,2859,0,0,0%
1467565457,AMICO,CAROL,065114405,CT,Physician Assistant,4493,6,289,6.43%
1831474394,AMICONE,MELISSA,061083013,CT,Nurse Practitioner,600,1,14,2.33%
1104181882,AMIN,SYED,066102805,CT,Student in an Organized Health Care Education/Training Program,449,0,0,0%
1679716195,AMIN,HARDIK,06520,CT,Psychiatry & Neurology,15,0,0,0%
1366440026,AMIR,DORON,066102866,CT,Cardiology,4094,0,0,0%
1275780777,AMIRI,TAMELA,068804639,CT,Neuropsychiatry,11,0,0,0%
1447260336,AMLETO,MARIO,064414370,CT,Family Practice,1927,4,70,3.63%
1316032295,AMMERMAN,DONALD,06810,CT,Psychiatry,1662,1,43,2.59%
1942469291,AMOAH,EMMANUEL,060300001,CT,Student in an Organized Health Care Education/Training Program,42,0,0,0%
1972858082,AMOAH,NANA YAMFO,065103220,CT,Student in an Organized Health Care Education/Training Program,777,1,15,1.93%
1831168996,AMOATENG-ADJEPONG,YAW,066100246,CT,Internal Medicine,832,1,27,3.25%
1871526772,AMODEO,JOHN,065115238,CT,General Surgery,73,0,0,0%
1235134537,AMODIO,MICHAEL,064733626,CT,Dentist,33,0,0,0%
1437378809,AMON-PERPETUA,VICKY,065103220,CT,Nurse Practitioner,606,6,122,20.13%
1326223728,AMOO,FRANCIS,06510,CT,Internal Medicine,12,0,0,0%
1467700179,AMOO,AKUA ADWUBI,065103220,CT,Student in an Organized Health Care Education/Training Program,314,1,17,5.41%
1982824397,AMOROSO,BRIAN,068246007,CT,Dentist,66,0,0,0%
1619070836,AMRUTE,KAYTAN,064603537,CT,Obstetrics/Gynecology,52,0,0,0%
1245598168,AMSBAUGH,MARK,066064201,CT,Student in an Organized Health Care Education/Training Program,98,0,0,0%
1306101688,AMUCHASTEGUI,TOMAS,065103220,CT,Student in an Organized Health Care Education/Training Program,454,0,0,0%
1952583304,AMUCHASTEGUI,MARCOS,065114405,CT,Internal Medicine,298,0,0,0%
1770929614,ANAND,VIKRAM,068503815,CT,Student in an Organized Health Care Education/Training Program,73,0,0,0%
1649218363,ANAND,NALINI,066064237,CT,Internal Medicine,1325,1,12,0.91%
1386874329,ANAND,NEERAJ,069022594,CT,Internal Medicine,77,0,0,0%
1295793271,ANAND,RAHUL,068246016,CT,Pain Management,2348,14,990,42.16%
1306889993,ANAND,RAKESH,066064237,CT,Internal Medicine,2148,0,0,0%
1881776060,ANAND,AARTHI,069026805,CT,Family Practice,864,0,0,0%
1154571065,ANASTASI,ANTHONY,064981812,CT,Obstetrics/Gynecology,18,0,0,0%
1639203979,ANASTASIA,KIRSTIN,068245721,CT,Certified Clinical Nurse Specialist,36,0,0,0%
1790858058,ANASTASIADIS,IOANNA,064261512,CT,Physician Assistant,1856,1,26,1.4%
1770508087,ANASTASIO,GEORGE,060782091,CT,Internal Medicine,6416,5,164,2.56%
1558508861,ANASTASIOU,KARA,062262018,CT,Nurse Practitioner,396,0,0,0%
1225017528,ANBARI,AMMAR,062541807,CT,Orthopedic Surgery,325,6,223,68.62%
1346558897,ANCUTA,MICHAEL,068503815,CT,Student in an Organized Health Care Education/Training Program,176,0,0,0%
1396935136,ANDEMARIAM,BIREE,060300001,CT,Hematology/Oncology,107,0,0,0%
1003839291,ANDERSEN,BETH,068104032,CT,Physician Assistant,3333,17,2423,72.7%
1396715231,ANDERSON,PETER,06776,CT,Family Practice,9047,9,386,4.27%
1417953191,ANDERSON,CARL,065191106,CT,Dentist,22,0,0,0%
1427230614,ANDERSON,SHARON,065133733,CT,Family Practice,2827,7,161,5.7%
1386802346,ANDERSON,BETH,060109202,CT,Counselor,96,2,23,23.96%
1376834390,ANDERSON,APRIL,065103220,CT,Student in an Organized Health Care Education/Training Program,13,0,0,0%
1265692545,ANDERSON,NYCAINE,065114405,CT,Physical Medicine and Rehabilitation,317,1,19,5.99%
1336421171,ANDERSON,ALYSSA,064054047,CT,Nurse Practitioner,2174,3,62,2.85%
1215023486,ANDERSON,CHERYL,068106099,CT,Nurse Practitioner,645,0,0,0%
1023321098,ANDERSON,ADAM,061062527,CT,Student in an Organized Health Care Education/Training Program,87,1,24,27.59%
1841390036,ANDERSON,LARRY,06516,CT,Physician Assistant,142,0,0,0%
1598781015,ANDERSON,RICHARD,064924100,CT,Psychiatry,1737,0,0,0%
1609162932,ANDERSON,SHEENA,063403414,CT,Family Practice,1102,1,20,1.81%
1679640866,ANDERSON,MARK,068774069,CT,Internal Medicine,1716,0,0,0%
1639513948,ANDERSON,SANDRA,067512022,CT,Nurse Practitioner,45,0,0,0%
1659332989,ANDERSON,ROBERT,065183691,CT,Pediatric Medicine,88,0,0,0%
1740492339,ANDERSON,JEFFREY,069022969,CT,Dentist,11,0,0,0%
1144241571,ANDERSONS,PETER,067061221,CT,Emergency Medicine,486,2,94,19.34%
1043462880,ANDOH,NANA ADWOA,066065677,CT,Internal Medicine,113,0,0,0%
1891923793,ANDOLA,ISRAEL,069024147,CT,Physician Assistant,186,1,21,11.29%
1578879284,ANDRADE,DAWN,064832255,CT,Nurse Practitioner,408,8,194,47.55%
1952634776,ANDRE,JOSEPH,066064201,CT,Student in an Organized Health Care Education/Training Program,65,0,0,0%
1912065715,ANDREI,TEODORA,060403731,CT,Psychiatry,365,0,0,0%
1548268576,ANDREKUS,NORMAN,060824585,CT,Clinical Psychologist,22,0,0,0%
1609879543,ANDREOLI,JOHN,060513916,CT,Obstetrics/Gynecology,146,0,0,0%
1588607386,ANDRES,PIETRO,066144980,CT,Gastroenterology,747,0,0,0%
1124004528,ANDREWS,LAURA,060522016,CT,Nurse Practitioner,60,0,0,0%
1992775290,ANDREWS,REBECCA,060300001,CT,Internal Medicine,1083,3,50,4.62%
1558385773,ANDREWS,JANET,068503852,CT,Emergency Medicine,121,0,0,0%
1710917232,ANDREWS,JINSY,060532266,CT,Neurology,35,0,0,0%
1740280411,ANDREWS,JOSEPH,068514902,CT,Internal Medicine,163,0,0,0%
1629061957,ANDRIANI,RUDY,069023661,CT,Urology,632,0,0,0%
1598718876,ANDRIAS,C,063851234,CT,Cardiology,1450,0,0,0%
1912196478,ANDRIES,CHAN,061051208,CT,Physician Assistant,63,2,25,39.68%
1790895431,ANDRUS,LAWRENCE,060743737,CT,Dentist,13,0,0,0%
1104808369,ANDRUS,JASON,065114405,CT,Physician Assistant,59,0,0,0%
1063682102,ANEES,SYED,06051,CT,Pulmonary Disease,768,0,0,0%
1699119628,ANEJA,SANJAY,065103220,CT,Student in an Organized Health Care Education/Training Program,57,0,0,0%
1053339242,ANGELO,STEVEN,06511,CT,Internal Medicine,27,0,0,0%
1376668004,ANGEVINE,ANNE,069023523,CT,Hematology/Oncology,518,0,0,0%
1649248741,ANGOFF,NANCY,06504,CT,Internal Medicine,766,3,119,15.54%
1609850015,ANGOTTO,LINDA,064846270,CT,Nurse Practitioner,102,1,19,18.63%
1871848671,ANGULO DIAZ,VERONICA,065114405,CT,Student in an Organized Health Care Education/Training Program,535,1,15,2.8%
1700881554,ANGUS,STEVEN,060300001,CT,Internal Medicine,1656,6,129,7.79%
1639261779,ANNAL,MARIA,060023088,CT,Physician Assistant,3421,4,220,6.43%
1184956690,ANNIBALINI,DIANE,060825446,CT,Physician Assistant,1856,3,85,4.58%
1306028030,ANNICELLE,DONALD,066061830,CT,Dentist,34,0,0,0%
1235367541,ANNINO,CAROL,062262018,CT,Family Practice,695,0,0,0%
1144590191,ANNULLI,RICHARD,068402818,CT,General Practice,38,0,0,0%
1629063326,ANOSIKE-BYRON,CHIDINMA,060300001,CT,Nurse Practitioner,445,0,0,0%
1316043045,ANQUILLARE,JOSEPH,061065501,CT,Internal Medicine,38149,5,488,1.28%
1871705079,ANSALDI,KATHERINE,060742713,CT,Registered Nurse,1528,0,0,0%
1497774152,ANSARI,RYAZ,060403863,CT,Oral Surgery (dentists only),154,2,57,37.01%
1841236312,ANSARI,EHSAN,067083352,CT,Cardiology,3360,0,0,0%
1841309192,ANSARI,SAIMA,063602160,CT,Pulmonary Disease,2669,0,0,0%
1205151628,ANSPACH,ERICA,060302947,CT,Student in an Organized Health Care Education/Training Program,28,0,0,0%
1922447929,ANTENUCCI,MARGARET,064573641,CT,Nurse Practitioner,18,0,0,0%
1053332486,ANTHONY,JOSEPH,067061221,CT,Cardiology,1404,0,0,0%
1912156597,ANTHONY,PAUL,067904643,CT,Internal Medicine,274,1,12,4.38%
1366406688,ANTIGNANI,DAVE,066102805,CT,Physician Assistant,31,0,0,0%
1336234947,ANTIN-OZERKIS,DANIELLE,06520,CT,Pulmonary Disease,419,0,0,0%
1720042971,ANTOCI,JOSEPH,067621835,CT,Urology,3434,1,19,0.55%
1912012592,ANTOINE,CHRISTINA,060403731,CT,Psychiatry,689,0,0,0%
1770550238,ANTON,IONUT,067082517,CT,Internal Medicine,10125,4,159,1.57%
1053304162,ANTONAKOS,ALEXANDER,061093118,CT,Dentist,29,0,0,0%
1497965982,ANTONELLI,VINCENT,063403603,CT,Dentist,47,0,0,0%
1205830742,ANTONICO,JOSEPH,064681150,CT,Internal Medicine,475,0,0,0%
1457419814,ANTONOPOULOS,GEORGE,06762,CT,Cardiology,4779,0,0,0%
1083989339,ANTONY,SHEILA,065103220,CT,Student in an Organized Health Care Education/Training Program,45,0,0,0%
1356784268,ANTONY,SIBLE,065103220,CT,Student in an Organized Health Care Education/Training Program,29,0,0,0%
1700152063,ANTWI-BOASIAKO,SAMUEL,068106099,CT,Student in an Organized Health Care Education/Training Program,341,0,0,0%
1902099880,ANUBKUMAR,SOJA,06030,CT,Internal Medicine,544,0,0,0%
1487906996,ANWAR,SARA,06856,CT,Student in an Organized Health Care Education/Training Program,110,0,0,0%
1730164922,ANWAR,MUHAMMAD,064375101,CT,Anesthesiology,20,0,0,0%
1669411104,ANWAR,MOHAMMED,060664784,CT,Pulmonary Disease,2634,0,0,0%
1992767826,ANWAR,YUSRA,060742711,CT,Internal Medicine,2295,6,131,5.71%
1902067150,ANWAR,SABEEN,060513916,CT,Rheumatology,1784,7,245,13.73%
1023028933,ANYATONWU,SAMUEL,061065501,CT,Internal Medicine,7352,8,215,2.92%
1407949498,ANZALONE,THOMAS,068314148,CT,Dentist,39,0,0,0%
1023211216,AOKI,RIYE,068963119,CT,Family Practice,25,0,0,0%
1033183355,AOUN-BARAKAT,LYDIA,067082505,CT,Infectious Disease,1317,3,149,11.31%
1306947403,APALOO,CATHERINE,066064201,CT,Internal Medicine,103,0,0,0%
1104176122,APERGIS,YIANNIS,064181328,CT,Internal Medicine,50,0,0,0%
1255403473,APIADO,MICHELLE,06790,CT,Family Practice,2975,4,97,3.26%
1225211097,APIADO,FREDERICK,066102826,CT,Internal Medicine,108,0,0,0%
1407838550,APOESO,OLUSEGUN,061173949,CT,Geriatric Medicine,6748,6,236,3.5%
1083729495,APOLLON,REBECCA,061051208,CT,Emergency Medicine,49,0,0,0%
1952377277,APOLTAN,ANAMARIA,064103181,CT,Internal Medicine,3357,2,97,2.89%
1568692424,APOSTOL,RADU,063602315,CT,Obstetrics/Gynecology,52,0,0,0%
1265403927,APOSTOLIDES,PAUL,068315151,CT,Neurosurgery,223,3,55,24.66%
1366436065,APPEL,CLIFFORD,068106000,CT,Gastroenterology,733,0,0,0%
1508861352,APPEL,ELIZABETH,061192110,CT,Internal Medicine,4965,7,238,4.79%
1992939599,APPIAH,JULIET,06030,CT,Internal Medicine,354,0,0,0%
1891843207,APPLEBAUM,CHARLES,068251651,CT,Dentist,28,0,0,0%
1255437752,APPLEGATE,BRENDA,063791366,CT,Family Practice,4134,9,255,6.17%
1356392203,APPLEGATE,TODD,064982856,CT,Osteopathic Manipulative Medicine,770,5,348,45.19%
1689801771,APPUGOUNDER,SUGANYA,065103220,CT,Student in an Organized Health Care Education/Training Program,118,1,26,22.03%
1982791547,AQUAVIA,MARY,064884240,CT,Internal Medicine,1297,0,0,0%
1558550574,AQUIJE,EDMUNDO,06074,CT,Dentist,28,0,0,0%
1386699411,ARAFEH,MEHADIN,064574148,CT,Psychiatry & Neurology,351,0,0,0%
1922176825,ARANOW,JONATHAN,06457,CT,General Surgery,154,1,13,8.44%
1144656430,ARAQUE TRIANA,KATHERINE,066102805,CT,Student in an Organized Health Care Education/Training Program,65,0,0,0%
1780949990,ARAUZ,MARIA,060301956,CT,Student in an Organized Health Care Education/Training Program,30,0,0,0%
1497076947,ARAYA,SOLEDAD,06457,CT,Psychiatry,50,0,0,0%
1659445955,ARAYA,DEBORAH,065048900,CT,Physician Assistant,67,0,0,0%
1679894067,ARBELAEZ,GILBERTO,061028000,CT,Emergency Medicine,185,2,59,31.89%
1225329238,ARBIA,ELIZABETH,064846416,CT,Family Practice,299,0,0,0%
1467726141,ARBITMAN,STELLA,068511080,CT,Family Practice,21,0,0,0%
1639396112,ARBUCKLE,RONALD,06105,CT,Dentist,17,0,0,0%
1205954237,ARBUCKLE,ROBERT,068973017,CT,Dentist,14,0,0,0%
1447244645,ARBULU,ALFREDO,060823888,CT,General Surgery,124,1,36,29.03%
1871638858,ARCADIPANE,JOSEPH,068105626,CT,Dentist,48,0,0,0%
1356457329,ARCAND,NICOLE,062541807,CT,Orthopedic Surgery,128,3,76,59.38%
1528044062,ARCARI-COUTURE,JILL,061101646,CT,Nurse Practitioner,151,0,0,0%
1861456774,ARCENAS,NAIDA,062262018,CT,Nurse Practitioner,143,0,0,0%
1043509953,ARCH,ALLISON,065103220,CT,Student in an Organized Health Care Education/Training Program,14,0,0,0%
1205028560,ARCHER,HERBERT,068304608,CT,Internal Medicine,1509,0,0,0%
1023058724,ARCHER,GIRVICE,067082505,CT,Anesthesiology,11,0,0,0%
1881898708,ARCHER,ALEXANDRA,069023628,CT,Physician Assistant,105,0,0,0%
1437152360,ARCHER-GOODE,CORLIS,060521396,CT,Urology,1626,1,16,0.98%
1144376336,ARCHIBOLD,RONALD,062601852,CT,Obstetrics/Gynecology,156,0,0,0%
1558315275,ARCIERO,LISA,06037,CT,Optometry,18,0,0,0%
1104821958,ARCIERO,ROBERT,060300001,CT,Sports Medicine,35,0,0,0%
1144415514,ARCUNI,SUZANNE,064261512,CT,Nurse Practitioner,2570,2,38,1.48%
1124044763,ARCUNI,ORESTES,068106099,CT,Psychiatry,456,0,0,0%
1831223700,ARDAO,ALBERT,06320,CT,Physical Medicine and Rehabilitation,240,1,14,5.83%
1649318585,ARDEN-CORDONE,MARY,069055359,CT,Endocrinology,2422,0,0,0%
1952344418,ARDESIA,ROBERT,065114301,CT,Cardiology,3092,0,0,0%
1578701249,ARDESTANI,AFROOZ,061025037,CT,Internal Medicine,121,0,0,0%
1376569392,ARDOLINO,SALLY,06107,CT,Internal Medicine,277,0,0,0%
1285673137,ARDOLINO,HARRY,064052924,CT,Internal Medicine,2142,1,13,0.61%
1023009768,ARENA,CHARLES,06708,CT,Podiatry,140,0,0,0%
1417063025,ARENA,NANCY,06106,CT,Physician Assistant,58,0,0,0%
1336437946,ARFAIE,SAHAND,068503815,CT,Student in an Organized Health Care Education/Training Program,247,0,0,0%
1770899981,ARGALL,ERICA,061051208,CT,Obstetrics/Gynecology,26,0,0,0%
1285684720,ARGENTO,VIVIAN,066102811,CT,Geriatric Medicine,2943,2,74,2.51%
1952690877,ARGER,NICHOLAS,065103220,CT,Student in an Organized Health Care Education/Training Program,171,0,0,0%
1710140744,ARGUELLES,ELIZABETH,062304731,CT,General Surgery,50,0,0,0%
1528029790,ARIAS,ALBERT,060300001,CT,Psychiatry & Neurology,33,0,0,0%
1295938520,ARICO,JOY,06260,CT,Nurse Practitioner,649,0,0,0%
1023209442,ARIMORO,GABRIEL,061115436,CT,Psychiatry,341,0,0,0%
1184702169,ARIS,JAMES,068973018,CT,Dentist,12,0,0,0%
1578583282,ARIYAN,STEPHAN,065102716,CT,Surgical Oncology,31,0,0,0%
1619273737,ARIYAVATKUL,MATTHEW,067621835,CT,Physician Assistant,180,3,88,48.89%
1740212315,ARKIN,MARTIN,068515721,CT,Optometry,116,0,0,0%
1124122338,ARKY,LAWRENCE,06040,CT,Obstetrics/Gynecology,71,0,0,0%
1760416226,ARLIS-MAYOR,STEPHANIE,064773566,CT,Family Practice,188,2,44,23.4%
1174786487,ARMAH,TICHIANAA,065103220,CT,Psychiatry & Neurology,468,0,0,0%
1053312173,ARMEL,HARVEY,06460,CT,Urology,1310,0,0,0%
1972580819,ARMETTA,MARY,060522016,CT,Nurse Practitioner,111,0,0,0%
1679683965,ARMM,MILTON,06606,CT,Urology,1850,1,20,1.08%
1497815419,ARMSTRONG,KELLI,06460,CT,Optometry,12,0,0,0%
1790761898,ARMSTRONG,ALAN,061065501,CT,Physician Assistant,58,0,0,0%
1346487220,ARMSTRONG,BENJAMIN,063204700,CT,Emergency Medicine,134,1,31,23.13%
1962676049,ARNAOUT,BACHAAR,065162770,CT,Psychiatry,139,0,0,0%
1184880452,ARNDT,ANDREW,065103220,CT,Student in an Organized Health Care Education/Training Program,28,0,0,0%
1043263502,ARNI,MARJORIE,060012097,CT,Certified Clinical Nurse Specialist,158,0,0,0%
1811089188,ARNISTA,THOMAS,066101422,CT,Optometry,121,0,0,0%
1306909742,ARNOLD,CATHARINE,064372003,CT,Rheumatology,8271,12,354,4.28%
1114362498,ARNOLD,BRIAN,065103220,CT,Student in an Organized Health Care Education/Training Program,25,0,0,0%
1396730487,ARON,MICHAEL,061051770,CT,Hand Surgery,129,3,98,75.97%
1164495875,ARONIN,STEVEN,067082505,CT,Infectious Disease,1476,2,37,2.51%
1063494847,ARONOFF,RICHARD,068252607,CT,Podiatry,12,0,0,0%
1457357733,ARONOW,MICHAEL,060300001,CT,Orthopedic Surgery,265,4,163,61.51%
1831127109,ARONOW,ELISABETH,068205935,CT,Obstetrics/Gynecology,126,0,0,0%
1619974136,ARONS,JEFFREY,065252258,CT,Plastic and Reconstructive Surgery,80,1,14,17.5%
1275632994,ARONSON,MARC,064573656,CT,Psychiatry,1942,0,0,0%
1407121759,ARORA,ANITA,065103220,CT,Student in an Organized Health Care Education/Training Program,106,0,0,0%
1316145840,ARORA,SABEENA,061051208,CT,Cardiology,1110,1,21,1.89%
1861514127,ARORA,BHASKAR,061062601,CT,Internal Medicine,294,1,11,3.74%
1548548811,ARORA,AARTI,068106254,CT,Dentist,38,0,0,0%
1871936724,AROUMOUGAME,VIDHYA,068304608,CT,Student in an Organized Health Care Education/Training Program,95,0,0,0%
1629377916,ARREDONDO,CHRISTINA,906513220,CT,Psychiatry & Neurology,266,0,0,0%
1902191307,ARROYO ALONSO,CHRISTIAN,060303955,CT,Student in an Organized Health Care Education/Training Program,17,0,0,0%
1740538271,ARROYO ORNELAS,JUAN,065103220,CT,Student in an Organized Health Care Education/Training Program,80,0,0,0%
1629002563,ARSENAULT,RONALD,06511,CT,Physician Assistant,4139,4,215,5.19%
1720030372,ARSENAULT,JEANNE,065162770,CT,Nurse Practitioner,79,1,12,15.19%
1619111614,ARSHAD,FAIZAN,065103220,CT,Emergency Medicine,58,0,0,0%
1033224308,ARTHUR,JILL,065103206,CT,Anesthesiology,18,0,0,0%
1457580334,ARTILES,CESAR,068106099,CT,Student in an Organized Health Care Education/Training Program,45,0,0,0%
1437160405,ARUMUGAM,SIVASENTHIL,061051208,CT,Anesthesiology,11,0,0,0%
1568452969,ARUNY,JOHN,065103220,CT,Diagnostic Radiology,654,0,0,0%
1063569572,ARUTT,DANIEL,068513827,CT,Dentist,27,0,0,0%
1972823649,ARVAN,SUSAN,064503293,CT,Internal Medicine,33,0,0,0%
1083925663,ARZAMENDIA,ARIEL,06030,CT,Student in an Organized Health Care Education/Training Program,21,0,0,0%
1194767681,ASAAD,GHAZI,06810,CT,Psychiatry,1920,0,0,0%
1962847509,ASARE,KWAKU,064922828,CT,Internal Medicine,80,0,0,0%
1932351673,ASCENZIA,MICHAEL,06511,CT,Physician Assistant,34,0,0,0%
1003933326,ASCH,WILLIAM,06510,CT,Nephrology,2584,1,27,1.04%
1003824939,ASCIUTO,LETTERIO,06489,CT,Internal Medicine,10201,5,272,2.67%
1801939343,ASEFAW,SENAI,065048900,CT,Internal Medicine,13,0,0,0%
1811938533,ASGARI,BARDIA,064844749,CT,Internal Medicine,2993,5,109,3.64%
1104269711,ASGERALLY,ABBAS,065103220,CT,Student in an Organized Health Care Education/Training Program,43,0,0,0%
1619246667,ASHAGARI,TIGIST,060404131,CT,Internal Medicine,200,0,0,0%
1922117787,ASHMEAD,DUFFIELD,060331208,CT,Hand Surgery,55,1,26,47.27%
1982966834,ASHRAF,SHEHRYAR,060300001,CT,Student in an Organized Health Care Education/Training Program,564,0,0,0%
1467553248,ASHRAF,MAHBOOB,062601836,CT,Internal Medicine,947,1,19,2.01%
1669622213,ASHRAFZADEH,GOLNAZ,068503815,CT,Internal Medicine,25,0,0,0%
1518983329,ASHWOOD,MICHAEL,067061221,CT,Emergency Medicine,419,5,102,24.34%
1922078914,ASIEDU,PATRICK,065114515,CT,Internal Medicine,4817,2,63,1.31%
1245261098,ASIS,MARIA,06511,CT,Obstetrics/Gynecology,366,0,0,0%
1801094479,ASLAM,MAHBOOB,060295700,CT,Psychiatry,245,0,0,0%
1972524494,ASLANIAN,ROBERT,068304501,CT,Oral Surgery (dentists only),16,0,0,0%
